Outcode,YearBin,min,max,mean,median
LE9,1995 - 2004,31000.0,330000.0,85947.67,70750.0
LE9,2005 - 2014,42500.0,1275000.0,173428.76,142000.0
LE9,2015 +,15000.0,531500.0,225067.27,212000.0
LL1,1995 - 2004,,,,
LL1,2005 - 2014,,,,
LL1,2015 +,475000.0,475000.0,475000.0,475000.0
LL11,1995 - 2004,12300.0,190000.0,72987.16,65500.0
LL11,2005 - 2014,42000.0,310000.0,141103.74,139975.0
LL11,2015 +,50000.0,342000.0,153552.0,144950.0
LL12,1995 - 2004,12000.0,450000.0,99322.57,79725.0
LL12,2005 - 2014,50000.0,750000.0,204712.85,168500.0
LL12,2015 +,53000.0,1020000.0,229539.97,184000.0
LL13,1995 - 2004,15300.0,299000.0,79794.75,67500.0
LL13,2005 - 2014,50000.0,499950.0,166855.75,143500.0
LL13,2015 +,62500.0,2500000.0,217417.5,149000.0
LL14,1995 - 2004,12500.0,236000.0,65682.05,52350.0
LL14,2005 - 2014,35000.0,290000.0,119739.65,115000.0
LL14,2015 +,60000.0,564500.0,174018.0,146750.0
LL15,1995 - 2004,23701.0,652500.0,91846.5,72500.0
LL15,2005 - 2014,22000.0,490000.0,190470.86,168750.0
LL15,2015 +,5500.0,728000.0,228825.4,207000.0
LL16,1995 - 2004,16750.0,285000.0,75642.0,63750.0
LL16,2005 - 2014,51907.0,445000.0,153320.52,135000.0
LL16,2015 +,39999.0,948750.0,221949.27,187500.0
LL17,1995 - 2004,23000.0,460000.0,96008.0,74500.0
LL17,2005 - 2014,54000.0,565000.0,196281.77,170500.0
LL17,2015 +,10000.0,1550000.0,256711.21,225000.0
LL18,1995 - 2004,22000.0,175000.0,62131.45,56475.0
LL18,2005 - 2014,40000.0,370000.0,123069.08,116150.0
LL18,2015 +,9500.0,590000.0,159984.14,138500.0
LL19,1995 - 2004,16750.0,325000.0,76954.09,66750.0
LL19,2005 - 2014,26250.0,325000.0,134420.64,125000.0
LL19,2015 +,56000.0,390000.0,157548.49,141000.0
LL20,1995 - 2004,19760.0,321000.0,89776.4,70000.0
LL20,2005 - 2014,62000.0,575000.0,173671.77,149975.0
LL20,2015 +,10000.0,22452000.0,455794.0,210000.0
LL21,1995 - 2004,12000.0,450000.0,75365.7,52250.0
LL21,2005 - 2014,45000.0,550000.0,180192.99,155500.0
LL21,2015 +,10000.0,1125000.0,224296.63,192500.0
LL22,1995 - 2004,18000.0,270000.0,78936.25,65500.0
LL22,2005 - 2014,35000.0,416000.0,148884.51,130000.0
LL22,2015 +,25000.0,950000.0,183411.49,164024.0
LL23,1995 - 2004,10000.0,285000.0,77766.95,67250.0
LL23,2005 - 2014,48000.0,440000.0,148381.95,141300.0
LL23,2015 +,4000.0,1000000.0,184505.45,149500.0
LL24,1995 - 2004,3000.0,365000.0,73201.45,53500.0
LL24,2005 - 2014,36000.0,490000.0,175457.01,157500.0
LL24,2015 +,15000.0,870000.0,252603.43,215000.0
LL25,1995 - 2004,23000.0,249950.0,70097.91666666667,50125.0
LL25,2005 - 2014,60000.0,462000.0,175769.82539682538,155000.0
LL25,2015 +,18500.0,820000.0,195630.1530612245,170000.0
LL26,1995 - 2004,9500.0,395000.0,83788.2,61500.0
LL26,2005 - 2014,35000.0,390000.0,154077.25,135250.0
LL26,2015 +,15500.0,455000.0,175369.0,152000.0
LL27,1995 - 2004,14540.0,250000.0,85321.68,66500.0
LL27,2005 - 2014,32500.0,445000.0,173491.42857142858,145000.0
LL27,2015 +,35000.0,700000.0,243729.25,217500.0
LL28,1995 - 2004,20000.0,437000.0,97377.41,70500.0
LL28,2005 - 2014,64000.0,577000.0,176060.58,150000.0
LL28,2015 +,45000.0,1700000.0,228657.38,185500.0
LL29,1995 - 2004,13000.0,394950.0,75475.89,56475.0
LL29,2005 - 2014,25000.0,390000.0,137800.52,121125.0
LL29,2015 +,40000.0,1050000.0,199877.36,160000.0
LL30,1995 - 2004,18400.0,385000.0,84983.45,76000.0
LL30,2005 - 2014,40000.0,800000.0,170192.4,150500.0
LL30,2015 +,36000.0,630000.0,185769.0,174500.0
LL31,1995 - 2004,27000.0,355000.0,83843.5,63250.0
LL31,2005 - 2014,46800.0,474000.0,166530.78,147000.0
LL31,2015 +,60000.0,3375000.0,245984.0,178475.0
LL32,1995 - 2004,12000.0,395000.0,91315.43,75000.0
LL32,2005 - 2014,63459.0,3739740.0,254632.02,165000.0
LL32,2015 +,50000.0,540000.0,216357.2,203750.0
LL33,1995 - 2004,7500.0,250000.0,76716.9,60500.0
LL33,2005 - 2014,40000.0,345000.0,151590.33,140000.0
LL33,2015 +,19000.0,550000.0,198423.5,165000.0
LL34,1995 - 2004,10000.0,245000.0,76166.0,57250.0
LL34,2005 - 2014,30000.0,407500.0,148605.82,135000.0
LL34,2015 +,8750.0,700000.0,163491.0,146750.0
LL35,1995 - 2004,15000.0,250000.0,92093.95,76500.0
LL35,2005 - 2014,50000.0,860000.0,275884.0,230000.0
LL35,2015 +,21500.0,1750000.0,307844.98,247500.0
LL36,1995 - 2004,9000.0,249999.0,73492.84,58000.0
LL36,2005 - 2014,46000.0,460000.0,143670.5,135000.0
LL36,2015 +,20000.0,669172.0,175246.47,162500.0
LL37,1995 - 2004,21000.0,375000.0,85363.49,63500.0
LL37,2005 - 2014,46250.0,490000.0,181062.11,165000.0
LL37,2015 +,2000.0,708000.0,243858.7,225000.0
LL38,1995 - 2004,17500.0,210000.0,65044.45,57500.0
LL38,2005 - 2014,16111.0,370000.0,128860.11,121000.0
LL38,2015 +,60000.0,735000.0,148920.5,129975.0
LL39,1995 - 2004,13500.0,275000.0,83379.6511627907,65000.0
LL39,2005 - 2014,70000.0,495000.0,200643.6976744186,172500.0
LL39,2015 +,7000.0,750000.0,219296.8085106383,190000.0
LL40,1995 - 2004,6500.0,232500.0,75322.0,60000.0
LL40,2005 - 2014,60000.0,490000.0,174960.5,160500.0
LL40,2015 +,200.0,2998635.0,273026.44,175000.0
LL41,1995 - 2004,4500.0,240000.0,42187.5,35000.0
LL41,2005 - 2014,31000.0,375000.0,87816.46,79500.0
LL41,2015 +,3500.0,530000.0,105336.21,88500.0
LL42,1995 - 2004,11750.0,285000.0,60512.94,49449.5
LL42,2005 - 2014,32000.0,500000.0,167260.49,140000.0
LL42,2015 +,10000.0,1900000.0,225515.75,138750.0
LL43,1995 - 2004,37500.0,310000.0,79127.51,70750.0
LL43,2005 - 2014,65000.0,585000.0,178095.33333333334,165000.0
LL43,2015 +,5000.0,800000.0,215697.39583333334,189250.0
LL44,1995 - 2004,14000.0,245000.0,82349.0,68000.0
LL44,2005 - 2014,27000.0,480000.0,169972.7,160000.0
LL44,2015 +,3800.0,905000.0,227190.15,182500.0
LL45,1995 - 2004,17000.0,535000.0,91935.72727272728,74000.0
LL45,2005 - 2014,30000.0,485000.0,181185.33333333334,165000.0
LL45,2015 +,1500.0,1733477.0,228284.76,185000.0
LL46,1995 - 2004,10671.0,260000.0,67419.66,51750.0
LL46,2005 - 2014,45000.0,377500.0,153565.91,142500.0
LL46,2015 +,42500.0,1056000.0,209214.5,195000.0
LL47,1995 - 2004,10000.0,242000.0,63548.45,49000.0
LL47,2005 - 2014,47000.0,485000.0,150050.57647058825,125000.0
LL47,2015 +,55000.0,775000.0,194154.44,150000.0
LL48,1995 - 2004,8500.0,185000.0,57614.86,43500.0
LL48,2005 - 2014,32000.0,455000.0,129435.67,115250.0
LL48,2015 +,5000.0,595000.0,159592.3,133500.0
LL49,1995 - 2004,16000.0,285000.0,66044.76,53500.0
LL49,2005 - 2014,50000.0,620000.0,179755.96,173000.0
LL49,2015 +,70000.0,4410000.0,240870.34,172499.5
LL51,1995 - 2004,17500.0,195000.0,65715.38461538461,55000.0
LL51,2005 - 2014,35000.0,600000.0,177510.93220338982,155000.0
LL51,2015 +,6000.0,1600000.0,265158.3157894737,210000.0
LL52,1995 - 2004,20210.0,290000.0,95415.6,84000.0
LL52,2005 - 2014,45000.0,600000.0,204773.99,182250.0
LL52,2015 +,30000.0,747500.0,257084.22,235500.0
LL53,1995 - 2004,12500.0,365000.0,80626.45,60000.0
LL53,2005 - 2014,36100.0,550000.0,197526.44,177500.0
LL53,2015 +,7000.0,860000.0,277887.51,250000.0
LL54,1995 - 2004,15000.0,222500.0,62583.0,50000.0
LL54,2005 - 2014,20000.0,515000.0,127248.6,110000.0
LL54,2015 +,1000.0,1250000.0,176166.0,131000.0
LL55,1995 - 2004,8000.0,217500.0,64927.53,52250.0
LL55,2005 - 2014,60000.0,380000.0,157938.75,145500.0
LL55,2015 +,6500.0,8000000.0,261580.74,176312.5
LL56,1995 - 2004,13500.0,245000.0,84329.25,66000.0
LL56,2005 - 2014,50000.0,335000.0,163543.1,150000.0
LL56,2015 +,51950.0,750000.0,196949.26,179500.0
LL57,1995 - 2004,8000.0,247500.0,71797.84,59999.5
LL57,2005 - 2014,52500.0,14057000.0,323760.25,127500.0
LL57,2015 +,45000.0,520000.0,172370.2,141000.0
LL58,1995 - 2004,10000.0,385000.0,104826.47,87750.0
LL58,2005 - 2014,24500.0,750000.0,240254.15,206500.0
LL58,2015 +,40000.0,980000.0,290454.4,236000.0
LL59,1995 - 2004,25000.0,270000.0,79059.7,58250.0
LL59,2005 - 2014,45000.0,680000.0,202245.48,175000.0
LL59,2015 +,35000.0,2184999.0,276048.26,218750.0
LL60,1995 - 2004,3000.0,274800.0,62475.99,49500.0
LL60,2005 - 2014,50000.0,450000.0,151740.57,127250.0
LL60,2015 +,70000.0,1500000.0,227361.66,170000.0
LL61,1995 - 2004,16920.0,305000.0,74426.45,63500.0
LL61,2005 - 2014,45000.0,470000.0,173025.26,153000.0
LL61,2015 +,65000.0,855000.0,233927.5,189000.0
LL62,1995 - 2004,16500.0,340000.0,80642.49,60000.0
LL62,2005 - 2014,60000.0,620000.0,189020.5,162475.0
LL62,2015 +,100.0,656000.0,264610.25,229000.0
LL63,1995 - 2004,10000.0,220000.0,68282.7,50000.0
LL63,2005 - 2014,32500.0,450000.0,155428.0,131250.0
LL63,2015 +,66000.0,954000.0,241073.54,195000.0
LL64,1995 - 2004,12000.0,367000.0,89262.74,65125.0
LL64,2005 - 2014,50000.0,950000.0,257641.82,223750.0
LL64,2015 +,90000.0,934000.0,371579.38,334250.0
LL65,1995 - 2004,7500.0,460000.0,60656.79,50000.0
LL65,2005 - 2014,45000.0,625000.0,134515.84,102500.0
LL65,2015 +,15500.0,7750000.0,258922.9,140000.0
LL66,1995 - 2004,29000.0,190000.0,89198.33333333333,76000.0
LL66,2005 - 2014,77000.0,532000.0,210456.25,185000.0
LL66,2015 +,110000.0,3700000.0,406605.35714285716,259000.0
LL67,1995 - 2004,17500.0,295000.0,72556.57,59950.0
LL67,2005 - 2014,32500.0,355000.0,166685.93,164950.0
LL67,2015 +,69000.0,655000.0,245547.73,210000.0
LL68,1995 - 2004,14000.0,250000.0,65841.0,55000.0
LL68,2005 - 2014,40000.0,580000.0,150364.34,127187.5
LL68,2015 +,57500.0,750000.0,194788.49,145000.0
LL69,1995 - 2004,10000.0,226000.0,64433.27,56750.0
LL69,2005 - 2014,50000.0,495000.0,152427.58620689655,140000.0
LL69,2015 +,1000.0,420000.0,175827.5,155000.0
LL70,1995 - 2004,24000.0,247500.0,109258.0,88000.0
LL70,2005 - 2014,70000.0,499950.0,244963.72413793104,240000.0
LL70,2015 +,100000.0,670000.0,327498.0,295000.0
LL71,1995 - 2004,11400.0,250000.0,73553.69,60000.0
LL71,2005 - 2014,45000.0,450000.0,155554.0,128500.0
LL71,2015 +,44000.0,500000.0,196870.5,159975.0
LL72,1995 - 2004,13400.0,350000.0,85688.45,67750.0
LL72,2005 - 2014,65000.0,401000.0,185659.25,165000.0
LL72,2015 +,400.0,725000.0,246663.03,228000.0
LL73,1995 - 2004,19000.0,455000.0,115907.03703703704,101000.0
LL73,2005 - 2014,85000.0,405000.0,238788.0,220000.0
LL73,2015 +,3000.0,1025000.0,284999.30555555556,252500.0
LL74,1995 - 2004,15000.0,295000.0,93533.5,74000.0
LL74,2005 - 2014,42500.0,470000.0,182731.5,175000.0
LL74,2015 +,439.0,1030000.0,258048.09,219000.0
LL75,1995 - 2004,15200.0,250000.0,66574.7,52250.0
LL75,2005 - 2014,55000.0,590000.0,166884.88,135000.0
LL75,2015 +,1940.0,1600000.0,293145.4,202500.0
LL76,1995 - 2004,37000.0,317500.0,91649.26315789473,60250.0
LL76,2005 - 2014,78000.0,385000.0,196600.0,178750.0
LL76,2015 +,62500.0,595000.0,259811.37142857144,215000.0
LL77,1995 - 2004,16280.0,295000.0,78653.54,64250.0
LL77,2005 - 2014,59000.0,700000.0,161323.99,156250.0
LL77,2015 +,750.0,680000.0,186567.5,175000.0
LL78,1995 - 2004,21000.0,307500.0,100138.23529411765,78325.0
LL78,2005 - 2014,60000.0,470000.0,181515.54901960783,168500.0
LL78,2015 +,107500.0,1250880.0,267745.3,231000.0
LN1,1995 - 2004,17000.0,265000.0,79695.9,63750.0
LN1,2005 - 2014,50361.0,637500.0,171664.22,139975.0
LN1,2015 +,19000.0,1605000.0,224628.0,187500.0
LN10,1995 - 2004,26500.0,249500.0,109164.5,95500.0
LN10,2005 - 2014,25000.0,650000.0,213831.8,191250.0
LN10,2015 +,60353.0,1500000.0,287016.83,247847.5
LN11,1995 - 2004,2500.0,310000.0,79217.35,64375.0
LN11,2005 - 2014,80000.0,1250000.0,172538.15,144000.0
LN11,2015 +,55000.0,884950.0,236041.75,195725.0
LN12,1995 - 2004,14200.0,220000.0,62898.46,54000.0
LN12,2005 - 2014,18000.0,230000.0,117124.5,115000.0
LN12,2015 +,7000.0,423500.0,163905.4,155000.0
LN13,1995 - 2004,5000.0,242000.0,82804.5,68975.0
LN13,2005 - 2014,44000.0,575000.0,166413.4,149997.5
LN13,2015 +,50000.0,568000.0,207814.95,180975.0
LN2,1995 - 2004,20000.0,850000.0,85030.72,66000.0
LN2,2005 - 2014,15000.0,632000.0,153196.41,137500.0
LN2,2015 +,57000.0,2600000.0,254101.91,212750.0
LN3,1995 - 2004,18200.0,217000.0,88123.4,75000.0
LN3,2005 - 2014,34987.0,400000.0,154531.85,136950.0
LN3,2015 +,65000.0,1350000.0,218915.22,181800.0
LN4,1995 - 2004,15500.0,225000.0,86034.17,72000.0
LN4,2005 - 2014,46000.0,360000.0,159995.5,148750.0
LN4,2015 +,95000.0,595000.0,207298.45,180050.0
LN5,1995 - 2004,16000.0,290000.0,74164.86,60000.0
LN5,2005 - 2014,11000.0,497000.0,133860.98,112500.0
LN5,2015 +,10000.0,530000.0,184255.75,159000.0
LN6,1995 - 2004,20000.0,250000.0,75978.04,61750.0
LN6,2005 - 2014,48000.0,750000.0,157247.8,141997.5
LN6,2015 +,79950.0,500000.0,195213.14,180750.0
LN7,1995 - 2004,10000.0,651000.0,83311.87,59950.0
LN7,2005 - 2014,37000.0,435000.0,157459.07,131000.0
LN7,2015 +,3000.0,3127500.0,256801.79,193500.0
LN8,1995 - 2004,14000.0,250000.0,79105.7,62500.0
LN8,2005 - 2014,28750.0,575000.0,163957.61,155497.5
LN8,2015 +,37000.0,7055170.0,280638.65,189000.0
LN9,1995 - 2004,14000.0,250000.0,75708.4,61725.0
LN9,2005 - 2014,51000.0,465000.0,169507.95,154500.0
LN9,2015 +,45000.0,620000.0,214624.05,187975.0
LR24,1995 - 2004,,,,
LR24,2005 - 2014,,,,
LR24,2015 +,1540000.0,1540000.0,1540000.0,1540000.0
LS1,1995 - 2004,39100.0,807500.0,149796.29,137000.0
LS1,2005 - 2014,70000.0,21755000.0,403166.87,165000.0
LS1,2015 +,10000.0,33539735.0,1397439.52,205000.0
LS10,1995 - 2004,22000.0,335000.0,76673.4,54475.0
LS10,2005 - 2014,35000.0,499995.0,132509.5,119975.0
LS10,2015 +,5011.0,365000.0,149390.96,137877.5
LS11,1995 - 2004,6000.0,190000.0,46772.19,35750.0
LS11,2005 - 2014,25000.0,166500.0,88905.23,85500.0
LS11,2015 +,500.0,4975000.0,177959.0,99475.0
LS12,1995 - 2004,14000.0,193000.0,66885.8,56000.0
LS12,2005 - 2014,12000.0,326995.0,119272.22,104997.5
LS12,2015 +,50000.0,1370000.0,189257.05,145000.0
LS13,1995 - 2004,23500.0,153000.0,63337.28,55000.0
LS13,2005 - 2014,33125.0,230000.0,115804.0,110000.0
LS13,2015 +,62000.0,480000.0,153374.92,141000.0
LS14,1995 - 2004,15000.0,485000.0,95886.85,60000.0
LS14,2005 - 2014,35000.0,850000.0,162442.24,113250.0
LS14,2015 +,34450.0,606000.0,192471.83,165000.0
LS15,1995 - 2004,21945.0,375000.0,95127.15,79950.0
LS15,2005 - 2014,40000.0,490000.0,161143.2,148500.0
LS15,2015 +,70000.0,7404000.0,289287.29,199975.0
LS16,1995 - 2004,18000.0,440000.0,118277.75,90975.0
LS16,2005 - 2014,27500.0,750000.0,242445.13,206000.0
LS16,2015 +,604.0,925000.0,275767.17,234125.0
LS17,1995 - 2004,36850.0,490000.0,141522.88,110500.0
LS17,2005 - 2014,37500.0,1050000.0,234123.45,202500.0
LS17,2015 +,73000.0,2900000.0,389958.04,287500.0
LS18,1995 - 2004,34000.0,442500.0,108830.91,85250.0
LS18,2005 - 2014,55000.0,591250.0,191414.65,167000.0
LS18,2015 +,78000.0,1465000.0,327237.99,287475.0
LS19,1995 - 2004,29000.0,255000.0,92286.84,73750.0
LS19,2005 - 2014,60000.0,592500.0,188384.67,153499.5
LS19,2015 +,70000.0,910000.0,237514.38,211500.0
LS2,1995 - 2004,21000.0,565000.0,124109.04,114600.0
LS2,2005 - 2014,12000.0,420000.0,138372.11,122125.0
LS2,2015 +,39717.0,14000000.0,502599.7,119500.0
LS20,1995 - 2004,27500.0,500000.0,120983.75,84750.0
LS20,2005 - 2014,17000.0,585000.0,226316.29,200000.0
LS20,2015 +,85250.0,1075000.0,299487.04,259250.0
LS21,1995 - 2004,33450.0,433000.0,108318.3,95500.0
LS21,2005 - 2014,20000.0,800000.0,205945.21,177500.0
LS21,2015 +,58000.0,8000000.0,335756.4,232475.0
LS22,1995 - 2004,34000.0,650000.0,151391.75,123000.0
LS22,2005 - 2014,83000.0,1200000.0,314017.0,282500.0
LS22,2015 +,74725.0,2500000.0,415401.99,315000.0
LS23,1995 - 2004,18500.0,496000.0,136698.84,115000.0
LS23,2005 - 2014,70000.0,1250000.0,311482.67,249997.5
LS23,2015 +,25000.0,1500000.0,386166.13,335000.0
LS24,1995 - 2004,4000.0,470007.0,121514.47,101750.0
LS24,2005 - 2014,51000.0,1875000.0,229651.68,197475.0
LS24,2015 +,8000.0,1125000.0,293856.46,255000.0
LS25,1995 - 2004,23000.0,415000.0,91699.53,75375.0
LS25,2005 - 2014,38750.0,487500.0,172700.16,154500.0
LS25,2015 +,37818.0,818000.0,216040.35,192500.0
LS26,1995 - 2004,17250.0,311000.0,89907.37,70475.0
LS26,2005 - 2014,72414.0,490000.0,171820.24,147000.0
LS26,2015 +,40000.0,610000.0,219804.6,196000.0
LS27,1995 - 2004,20909.0,283725.0,68549.04,58250.0
LS27,2005 - 2014,49950.0,339000.0,138654.28,127500.0
LS27,2015 +,51000.0,495000.0,180834.22,165000.0
LS28,1995 - 2004,20000.0,320000.0,78713.7,67950.0
LS28,2005 - 2014,53500.0,467495.0,163523.45,147000.0
LS28,2015 +,57750.0,1420000.0,224294.26,196250.0
LS29,1995 - 2004,20000.0,905000.0,145843.68,112075.0
LS29,2005 - 2014,62500.0,984995.0,286641.13,247000.0
LS29,2015 +,92950.0,15240000.0,593332.19,329687.5
LS3,1995 - 2004,15000.0,385000.0,78549.12,60000.0
LS3,2005 - 2014,30000.0,1940508.0,187076.09,140000.0
LS3,2015 +,4000.0,98080000.0,1890933.1,162809.5
LS4,1995 - 2004,13500.0,245000.0,72857.23,59500.0
LS4,2005 - 2014,17500.0,299995.0,138882.05,130000.0
LS4,2015 +,90000.0,1900000.0,201584.45,176750.0
LS5,1995 - 2004,24000.0,249000.0,71814.47,58750.0
LS5,2005 - 2014,65000.0,390000.0,135418.85,125000.0
LS5,2015 +,7000.0,465000.0,181794.13,172500.0
LS6,1995 - 2004,12000.0,320000.0,97914.97,83875.0
LS6,2005 - 2014,70000.0,367000.0,168285.75,164000.0
LS6,2015 +,50000.0,825000.0,219798.1,200000.0
LS7,1995 - 2004,11500.0,226100.0,77118.75,69250.0
LS7,2005 - 2014,65000.0,350000.0,168754.69,157188.0
LS7,2015 +,47695.0,699923.0,205682.23,189122.5
LS8,1995 - 2004,11500.0,325000.0,76305.33,52250.0
LS8,2005 - 2014,34250.0,600000.0,197842.46,152250.0
LS8,2015 +,51000.0,850000.0,247474.9,189000.0
LS9,1995 - 2004,5850.0,200000.0,42848.09,35512.5
LS9,2005 - 2014,25000.0,220000.0,99229.88,87500.0
LS9,2015 +,45000.0,1110000.0,137948.96,102500.0
LU1,1995 - 2004,16200.0,500000.0,94708.16,70750.0
LU1,2005 - 2014,52000.0,1250000.0,170184.19,145500.0
LU1,2015 +,1000.0,38440000.0,638524.04,220000.0
LU2,1995 - 2004,16000.0,365000.0,86509.75,75000.0
LU2,2005 - 2014,58000.0,640000.0,174007.4,160000.0
LU2,2015 +,79000.0,750000.0,270501.2,250000.0
LU3,1995 - 2004,15000.0,950000.0,99152.92,80250.0
LU3,2005 - 2014,70000.0,380000.0,173832.14,163000.0
LU3,2015 +,88000.0,800000.0,275552.5,262000.0
LU4,1995 - 2004,18250.0,250000.0,80285.3,73500.0
LU4,2005 - 2014,43000.0,626250.0,156171.58,151250.0
LU4,2015 +,67500.0,518000.0,237129.4,246000.0
LU5,1995 - 2004,19000.0,250000.0,89991.13,83350.0
LU5,2005 - 2014,70000.0,485000.0,161499.0,151000.0
LU5,2015 +,90000.0,14000000.0,393368.55,244500.0
LU6,1995 - 2004,9500.0,455000.0,122697.55,98000.0
LU6,2005 - 2014,80100.0,855000.0,222708.95,187500.0
LU6,2015 +,8000.0,1070000.0,321142.16,283000.0
LU7,1995 - 2004,35000.0,335000.0,113131.8,95000.0
LU7,2005 - 2014,90000.0,780000.0,241297.6,219975.0
LU7,2015 +,3000.0,1300000.0,360118.9,350000.0
M1,1995 - 2004,9000.0,325329.0,124878.91,117750.0
M1,2005 - 2014,60000.0,400000.0,158650.54,149974.5
M1,2015 +,62471.0,5000000.0,286639.95,221375.0
M11,1995 - 2004,5000.0,149950.0,28132.61,21325.0
M11,2005 - 2014,29000.0,179950.0,83891.34,70000.0
M11,2015 +,14000.0,333000.0,143352.2,138400.0
M12,1995 - 2004,4500.0,249000.0,34934.75,24000.0
M12,2005 - 2014,26292.0,270000.0,93599.38,89750.0
M12,2015 +,48250.0,1670000.0,165669.58,130750.0
M13,1995 - 2004,10500.0,250000.0,57882.08,42775.0
M13,2005 - 2014,37500.0,237500.0,119888.89,119950.0
M13,2015 +,100.0,3800000.0,228172.4,155000.0
M14,1995 - 2004,3500.0,350000.0,68419.05,54000.0
M14,2005 - 2014,30000.0,315000.0,132619.89,128725.0
M14,2015 +,700.0,39887285.0,710861.13,186500.0
M15,1995 - 2004,14820.0,286000.0,102644.56,89997.5
M15,2005 - 2014,60000.0,3112313.0,207626.64,140950.0
M15,2015 +,12145.0,13100000.0,398549.88,217500.0
M16,1995 - 2004,5000.0,205000.0,80166.71,77500.0
M16,2005 - 2014,45000.0,395000.0,146764.63,140000.0
M16,2015 +,3000.0,11000000.0,305633.79,165000.0
M17,1995 - 2004,40000.0,500000.0,211650.0,184975.0
M17,2005 - 2014,195000.0,19200000.0,7471962.153846154,425000.0
M17,2015 +,10400.0,50000000.0,2007774.26,227375.0
M18,1995 - 2004,5000.0,85000.0,28867.16,24000.0
M18,2005 - 2014,30000.0,215000.0,91879.92,86500.0
M18,2015 +,37800.0,700000.0,126988.63,106750.0
M19,1995 - 2004,6000.0,200000.0,63841.28,54750.0
M19,2005 - 2014,17000.0,280000.0,113766.08,107250.0
M19,2015 +,48000.0,490000.0,209238.3,195250.0
M2,1995 - 2004,15000.0,4850000.0,418883.125,219750.0
M2,2005 - 2014,10000.0,11000000.0,1135736.862745098,235000.0
M2,2015 +,10000.0,33144006.0,4058745.14,1267500.0
M20,1995 - 2004,8105.0,399950.0,106566.06,99525.0
M20,2005 - 2014,75000.0,566000.0,214225.88,195750.0
M20,2015 +,54500.0,2750000.0,354234.19,275000.0
M21,1995 - 2004,6250.0,325000.0,100592.58,87250.0
M21,2005 - 2014,50000.0,10050000.0,310989.26,205000.0
M21,2015 +,63000.0,700000.0,326994.79,300000.0
M22,1995 - 2004,8800.0,351000.0,79157.19,70875.0
M22,2005 - 2014,56000.0,320000.0,124405.56,114400.0
M22,2015 +,80500.0,1374302.0,202763.76,172500.0
M23,1995 - 2004,12220.0,239000.0,70566.42,62400.0
M23,2005 - 2014,20000.0,335000.0,131461.86,123375.0
M23,2015 +,44000.0,1000000.0,182082.95,159475.0
M24,1995 - 2004,2500.0,240000.0,55543.95,47500.0
M24,2005 - 2014,52710.0,315000.0,115977.42,98650.0
M24,2015 +,56000.0,2400000.0,185752.24,140000.0
M25,1995 - 2004,21000.0,595000.0,87936.1,62500.0
M25,2005 - 2014,44000.0,385000.0,153075.53,145000.0
M25,2015 +,75000.0,910000.0,229952.64,202250.0
M26,1995 - 2004,12500.0,185900.0,66275.65,51975.0
M26,2005 - 2014,46000.0,330000.0,122641.83,113225.0
M26,2015 +,450.0,875000.0,170299.02,159250.0
M27,1995 - 2004,18000.0,246000.0,67020.74,58000.0
M27,2005 - 2014,25000.0,900000.0,134879.5,120000.0
M27,2015 +,34500.0,895698.0,174508.32,153500.0
M28,1995 - 2004,16750.0,425000.0,89641.95,77750.0
M28,2005 - 2014,26500.0,625000.0,172966.89,133475.0
M28,2015 +,1445.0,1000000.0,247488.83,225997.5
M29,1995 - 2004,9500.0,249500.0,67134.65,52850.0
M29,2005 - 2014,55000.0,285000.0,131923.3,124950.0
M29,2015 +,50000.0,800000.0,200437.69,180000.0
M3,1995 - 2004,22000.0,375000.0,117811.42,104225.0
M3,2005 - 2014,56000.0,560000.0,161006.33,139000.0
M3,2015 +,48000.0,11705949.0,346779.29,199014.5
M30,1995 - 2004,15500.0,275000.0,63761.2,54812.5
M30,2005 - 2014,36000.0,393000.0,122887.32,105000.0
M30,2015 +,1100.0,536460.0,165653.39,140000.0
M31,1995 - 2004,4250.0,204950.0,61233.48,54000.0
M31,2005 - 2014,30000.0,330000.0,112140.29,105500.0
M31,2015 +,17119.0,1150000.0,171074.67,150000.0
M32,1995 - 2004,22000.0,338000.0,78555.74,62750.0
M32,2005 - 2014,49950.0,357000.0,146120.5,135000.0
M32,2015 +,850.0,880643.0,224751.52,201875.0
M33,1995 - 2004,15000.0,382000.0,117545.15,95225.0
M33,2005 - 2014,55000.0,640000.0,214655.68,199500.0
M33,2015 +,59950.0,2750000.0,346873.43,294000.0
M34,1995 - 2004,2000.0,154950.0,57688.0,55000.0
M34,2005 - 2014,40500.0,380000.0,122064.2,109000.0
M34,2015 +,60000.0,8880000.0,302681.31,171500.0
M35,1995 - 2004,16500.0,189950.0,57472.21,46250.0
M35,2005 - 2014,38000.0,300000.0,114509.52,99500.0
M35,2015 +,35000.0,5541872.0,232734.88,155500.0
M38,1995 - 2004,10500.0,155000.0,38689.34,35000.0
M38,2005 - 2014,30000.0,185000.0,79124.87,77000.0
M38,2015 +,3600.0,796101.0,124711.51,104250.0
M4,1995 - 2004,17500.0,265000.0,119314.55,118000.0
M4,2005 - 2014,54500.0,285000.0,146034.58,144987.0
M4,2015 +,10000.0,680000.0,239766.62,206500.0
M40,1995 - 2004,6500.0,200000.0,46066.21,35250.0
M40,2005 - 2014,12500.0,205000.0,84243.49,82500.0
M40,2015 +,6550.0,350000.0,132446.01,122000.0
